comment_text,label,is_test
Hebrew Name of Lydia Appologies to Til Eulenspiegel I thought you were one of the idiots which your user page indicates you actually do well struggling against Genesis TAB And Mizraim begot Ludim and Anamim and Lehabim and Naphtuhim You see Ludim are from Mitzraim not to be confused with Lud son of Shem in the far east Best wishes and keep up the good work,0,0
which they are have you considered that you have irrationally laid waste to six months of my life which I have dedicated to this project,0,0
Did you scout for sources prior to the prod Eh no Dr Blofeld,0,0
classwikitable styleborderpx solid aa backgroundfff padding fontsize Parliamentary Bloc Alliances Leader Seats Percentage Source National AllianceState of Law CoalitionNational Iraqi AllianceIbrahim alJaafari alIraqiyaalIraqiyyaHassan alJibburi Kurdistan Blocs CoalitionKurdistani ListKurdistan Islamic UnionIslamic Group of KurdistanFuad Masum Center CurrentalTawafuqUnity Alliance of Iraqunknown Gorran BlocGorran MovementShorsh HajiAlIraqiya brengt oppositie en Talabani dichterbij elkaar Azadynl National Rafidain ListAssyrian Democratic MovementYonadam Kanna CSAPCChaldean Syriac AssyrianPopular CouncilSarkis Aghajan Independents,0,0
I also told him that counts of using admin tools for deciding on content and misrepresentation of policynorms has been sanctioned in the past,0,0
Welcome Hello and welcome to Wikipedia Thank you for your contributions such as the one you made to Nogeoldae I hope you like the place and decide to stay Here are some pages you might like to see The five pillars of Wikipedia Help pages Tutorial How to edit a page and How to develop articles How to create your first article using the Article Wizard if you wish Manual of Style You are welcome to continue editing without logging in but many editors recommend that you create an account Doing so is free requires no personal information and provides several benefits such as the ability to create articles For a full outline and explanation of the benefits that come with creating an account please see this page If you edit without a username your IP address is used to identify you instead In any case I hope you enjoy editing here and being a Wikipedian Please sign your comments on talk pages using four tildes this will automatically produce your IP address or username if youre logged in and the date If you need help check out WikipediaQuestions ask for help at the Teahouse ask me on my talk page or ask your question and then place helpme before the question on this page Again welcome,0,0
stradbroke galleon portuguese hallo Moondyne I do admit that when I signed onto Wikipedia I was not aware that it was a concensus community of knowledge Nazis but now that I am aware of it I will make the appropriate adjustments I was under the obviously mistaken impression that Wikipedia was a venue for sharing facts knowledge and information The notion that the Stradbroke Galleon story is a pet theory of mine is total rubbish as it has been written about discussed and investigated for more than years by historians and historical groups such as the Royal Historical Society of Queensland the Maritime Archaeology Association of Queensland and many more too numerous to include here There exists in various libraries books and communities a large body of written and oral history concerning the galleon story which I have attempted to fairly and accurately place in the WP domain The fact that a story is not accepted by mainstream academics is not a valid reason for deletion of either of my contributions What has occured here is a classic example of manipulation of an information resource by a vested interest group ie Hesperian and his friends who are representatives of the mainstream view Hesperian complain about the media coverage I have recieved but this never appeared in any of the WP contributions I made and Hesperians mention of the media coverage demonstrates the core reason for Hesperians antagonistic attitude simple old fashioned professional jealousy Thus valid historical data is being deliberately surpressed by Hesperian for personal reasons For example the Portuguese walking stick handle which was found in an Aboriginal midden identified by a Spanish Musuem offical and story told to me by a UQ Archaeology PhD student is very relevant to the theory of the Portuguese discovery of Australia This kind of knowledge suppression is not what Wiki is about but I guess you do not care as you appear to be part of the happy little click or have been sucked in by Hesperian and his little band of mates which is a pity but history is full of the suppression of information by vested interest groups so why should I expect Wiki be any different Still it is dissapointing Happy trails,0,0
AGF requires me not to think you were reverting to the users preferred version It might look better if you allow another admin to make that edit,0,0
Accents Although the cartoon established Mario and Luigi to be from Brooklyn a fact commonly accepted by fans despite having never been mentioned in any games Toad seemed to speak with a thicker Brooklyn accent The accents werent mentioned in the games but the TV show was presumably a licensed product Until Nintendo decided to go with an Italian accent fans assumed the TV show and later the movie accent was the official standing Only when Nintendos products included digitized recorded speech did anyone realize Nintendo intended them to be Italian not ItalianAmerican Its the same principle of updated canon that Star Trek and Star Wars licensed products run on,0,0
Delete this No way I consider it a trophy,0,0
Actually Bzfoster will be unable to edit the article as it is semiprotected as well PCd Log out and try for yourself,0,0
I believe that I have obeyed the communities rules I do understand the rules about personal attacks But it appeares to me that they are being applied unjustly in this instance I have provided countless hours of academic research and input for Wikipedia Please assume good faith on the part of the blocking admin I am an intelligent adult I naturally assume good faith until other parties demonstrate they dont It seems to me this is a oneside affair,0,0
Please do not add unsourced negative or controversial biographical material to pages as you did with this edit to Stuart Tyson Smith If you continue to do so you will be blocked from editing,0,0
Preceding unsigned comment added by talk contribs,0,0
Or between the French and the Walloons Surprise our article on French people clearly labels the Walloon as a distinct ethnic group Perhaps it is best not to make comparisons After screwing it up a few times I have done rewrites of parts of the article mainly a word and a sentence left and right to make the distinction and relation between the Dutch and the Flemish clearer The article switched constantly between parts about the Dutch only and parts about the Dutch and Flemish together This should now be clearer The major thing left to adjust are the graphs of the number of Dutch since these still al include the Flemish,0,0
You need to sign the above and your RSN post,0,0
Procedure Do I ask you for the award Michelle Obama already has a million views this year and Anthony Davis basketball had a million in T C WPFOUR WPCHICAGO WPWAWARD,0,0
Adding more than links I did add more thank links but the entire page was also marked as spam for no reason other than the no one is familiar with the one hundred year old industry And you still have not explain how the links on this page are relevant and mine is not,0,0
Please do not accuse members of vandalism I do not mind if you change the word unique to prominent or remove stories of dreams etc but you have vandalised the page and made a statement biased by saying that Dr Qadri only sent out a referendum so I reverted the whole edit You have also reciently vandalised the page by removing the names of the Yemeni scholars who recieved Dr Qadris Ijaza including the pictures and this is a clear form of vandalism so before accusing other members of vandalism do not vandalise the page yourself What I did was clearly not vandalism as I only reverted your edit and any changes you made and brought the page back to its previous form So would you first kindly read the rules of wikipedia and find out the definition of vandalism before accusing experienced users You are still new to wikipedia Im afraid and you need to learn how it works and the different rules of wikipedia before making any further edits,0,0
I know how its pronounced in Turkish The question is whether theres a specific pronunciation thats dominant in English If not its best not to include any English transcription or pronunciation audio file,0,0
Oh sorry I actually found it on an other page but I forgot it anyway It was actually a note for myself was going to rewrite the text Suppose it slipped out of my mind,0,0
June Please do not vandalize pages as you did with this edit to Bugatti Veyron If you continue to do so you will be blocked from editing talk,0,0
Terri Schiavo as Rorschach Test Now perhaps you see that utility of Terri Schiavo is as Rorschach Test You dangle that pretty slender alive and aware young face in front of the Power Players on both the Left and the Right and you see how they respond If they respond inappropriately then you make a note it as if they were just some rat in your laboratory That is what make Wikiepda so powerful And it is all true and NPOV notable and fair,0,0
Past Masters vs Rarities Im creating a chart for my own use that includes US albums since there are so many differences in the early albums As a US fan Im faced with the issue of whether to have US albums UK albums or both on my iPod I will post my chart on my talk page so that others can judge whether its worthy of including here I realize there will be problems including the lack of Canadian albums My purpose is simply to record the first ALBUM appearance in both the UK and US of each song I notice that a number of UK songs are listed as Past Masters when they actually first appeared on Rarities The Beatles album I dont know the reason for this if the purpose is to list the first appearance on an album Can someone explain Or should they be changed to Rarities,0,0
Simpsons movie poster Did you create the Simpsons movie poster image or did you source it from somewhere else,0,0
Help Hey can you help me with something I uploaded this image to Wikipedia I contacted the photographer and he gave me permission to use it on Wikipedia so I was wondering what the proper licensing would be Thanks in advance,0,0
Looks good It would be nice to see the counties but it is a lot better than the current one Good job,0,0
The debunkers pretending that theyre objective sceptics besides proving their lack of knowledge and lack of integrity on the various Astrology pages have also been personally attacking me on my own talk page When I dare try to defend myself they block me out of Wikipedia So much for honest dialogue They cant win an argument fairly so they resort to dirty tricks,0,0
Reviewing blocks You said Id also like to ask you that in future for the sake of fairness and due process that you do not decline the unblock requests of users you block yourself unless the request is pure nonsense or abusive From an ethical reviews of blocks are meant to be carried out by a rd party Will do I thought it was pretty clear in this case given the editors user page GNAA etc etc etc that the unblock request was pure nonsense Also I was under the impression that the unblock request would still be visible and reviewed by other admins Ill be more careful in the future,0,0
Regarding edits made during December UTC to Kanpur Please do not add inappropriate external links to Wikipedia Wikipedia is not a mere directory of links nor should it be used for advertising or promotion Inappropriate links include but are not limited to links to personal web sites links to web sites with which you are affiliated and links that exist to attract visitors to a web site or promote a product See the external links guideline and spam policies for further explanations of links that are considered appropriate If you feel the link should be added to the article then please discuss it on the articles talk page rather than readding it See the welcome page to learn more about Wikipedia Thank you talk,0,0
Come on Was this really necessary I understand where your coming from but you sound like a whiney bitch When you have a website that anyone can edit this sort of stuff comes with the territory And did you really expect anyone other then the or people who troll WPPW to read your comments on TalkRoyal Rumble or this talk page for that matter Im confident most active members of WPPW have added WrestleMania XXIV to their watch list So when and if something not to their liking is added it will be removed Simple as that And if youre through with putting up with people not reading talk pages quit Endless Dan,0,0
I do not see any antisemitism here If the guy gives lectures in New York synagogues and knocks down his country every single minute using every opportunity in such influential newspapers as New York Post then one can state that his interests are not only personal You can not find any intellectual person among neoconservatives in New York Post Michelle Malkin Andrea Peyser Deborah Orin may her rest in peace although I know she is rotting in helland other essayists are the ones who make a great company for Amir Taheri This guy has no mind at all I agree that Irans regime is wrong but the regime of Shah that Amir Taheri is longing for because he owned Keyhan during that regime was not any better and Islamic Revolution was justified Look at how they intriduce Amir Taheri in both this article and in New York Post Based in Europe memeber of Benador Associates Is Europe that small Is that a small town Why dont they say based in the world journalist Or may be he is having a breakfast in London with Christian Amanpour and James Rubin eating lunch in Jerusalem and having some lectures and dinner with anti Irani Jews in Forest Hills New York in between emailing his full of hatred articles to New York Post Isnt this stupid How can you saysomebody is based in Europe or Asia or Africa,0,0
Why confusion and controversy in the real world does not preclude the writing of a good Wikipedia on the topic Ackoz suggests that because the real world has not yet hashed out the truth about the expulsions it is therefore impossible for us to know the truth and thus impossible for us to write about it I reject such a stance I think it is difficult but quite possible to write a quality Wikipedia article about a topic that is murky andor controversial Where many Wikipedia editors get it wrong is that they believe Wikipedias job is to report the truth This is wrong Wikipedias job is not to report the truth precisely because it is difficult to determine what the truth is Any attempt to do that is original research Instead of truth Wikipedia aims for verifiability Put a different way Wikipedia is committed to recording the state of human knowledge and opinion not our opinions but those of reliable sources If the truth is clear and uncontroversial it is easy for us to report that If the truth is murky and controversial it is more challenging but possible for us to report on what different reliable sources assert and think about a topic EVEN if these reliable sources conflict Where Wikipedia editors get into trouble is when they start siding with one side of a controversy and asserting that the side that they have selected represents THE TRUTH and not just one perspective or POV on the topic at hand I have been trying to hit this NPOV sweet spot but it is difficult to do so in the midst of a running polemical debate between the two sides Obviously is because some users Jadger and Wikiferdi dont want to discuss in fact they want us to agree with their POV thats not discussion about the NPOV edits Thats why I quit from the discussion about the form of the article talk,0,0
Regarding Loyalmoonie and LGBT categories Looked into it and this editor seems to be pushing an antiLGBT agenda Theyve done similar stuff over at Sailor Moon and made officiallooking warnings to other editors This quote is bizarre and is quite telling To insert those categories would ultimately give other people who may not even support the LGBT movement reading the article the assumption that every person who does enjoy Sailor Moon is a homosexual andor supports SSM I dont personally watchread Sailor Moon or know much about it so Im not confident enough to readd the categories but the reasoning for their removal is flawed regardless and there is a sourced part in the article about female homosexualitytalk,0,0
Okay I found a document that demonstrates the SCIMD listing by the WHO on the WHO site now there should be no trouble with including the above text,0,0
Valerie Poxleitner Valeri Poxleitner AKA Lights If,0,0
Shamash is Sun I agree to merge Sammash in to Shamash since Shamash is more likely to be correct Tracking the root of the word clearly it is of Assyrian origin in addition it is a common vocabulary morph to substitute Sh to S and thus nowadays it is spelled as Shams in Modern Arabic,0,0
I feel like Im out of ideas for now so maybe some other users will come up with things that address both our concerns talk contribs,0,0
October UTC The original nominator and I have been trying to restore the article but others have been saying it was found to be merged by you so it has to stand With the original nominator for deletion working to keep the article and admitting he was mistaken in nominating the article of a noteworthy character can we restore it now If someone wants to make a legitimate nomination for deletion thats fine,0,0
What chart are you looking at I dont see anything portraying that timing User talkSpinningsparkSpark,0,0
Agreed although it means bloating the alternative title by yet another word I was concentrating on the Polish attitude here as it clearly provides the starting point for the article at hand Obviously if the article is to be written from a supranational perspective at least the Czech experience needs to be included Czechoslovakia being the only functioning democracy in the region by the s had closer ties with the West than Poland did and was betrayed in a much more obvious and tangible way than Poland was The West politically accepted the countrys territorial mutilation which was not the case with Poland That said I am not sure if the inclusion of countries such as Finland the Baltics Yugoslavia or even Ukraine which had never been independent in the first place is a good idea While the West could have arguably done more to assist any of these societies before and after the war I think that the articles focus should be on Poland and Czechoslovakia in order not do dilute the whole issue After all there were dissidents in Germany and the Soviet Union too who were harbouring grudges towards Western politicians because of their appeasement policy Oct UTC,0,0
Hello Setanta can I ask you what you think of the proposal first put forward by Matt Lewis in July at Template talkCountry data Northern Ireland I confess I am no expert on NIreland but I believe this could solve the problem of NIreland having no flag to represent it on wiki I have made a comment at that article Cheers,0,0
American Psychologist as additional resource I did not see listed in the references any citations of the American Psychologist articles in January some of which discuss this subject,0,0
Regarding the Verifiability mediation you will appreciate that due to recent events user talknewbyguessesFebruary that I am jn a pickle Is it just me or is it you too I dont know what to do how can we go forward What is to become of me and all my beliefs and needs Who is there who cares to take in to account my position is there no accounting for our differences and each of us what it is that you see that we stand for in the highest degree as individuals really individual as we all are individually in our own way as real people different but the same but definitely an individual just like every body else believes they are despite all evidence to the contrary Comment on content not on contributors or did I just dream that Either way or whatever just dont scare the horses or wake the kiddies comfortably snoozing You know it makes sense to me cause I say so irrefutably talk,0,0
you have no authority to be threatning to block me about saying information about a company i work for you do not even know anything about airliners bello that is all i basically said if that was so hard to comprehend,0,0
The real problem is the sneering and contemptuous attitude that you reveal in your first sentence in the last post It was originally followed by others in similar vein which you have deleted Yes I can cut and paste quotations I can also select appropriate ones in this case one which you would do well to consider I will return to this when I have time probably this weekend,0,0
He does appear to be a bit of a fantasist To be fair he has carved a nice little career for himself and more fool the mugs that buy his books and believe what he says But like many people contributing to this page I come from that background and whenever his name is mentioned the response is always Dave who Noone had ever heard of him at all until the books started coming out,0,0
dar Ok bear with me Penelopism is a religion Its a new religion But it is a religion Penelopism is extrememly important to Penelopists We want the word about us out there People are not too fond of our beliefs We just want a way to show them that we mean no harm Now you have the Spaghetti Monster Church in here That is not even a real religion Penelopism is So please Tell me what the Spaghetti Monster has done that Penelopism hasnt What can we do so that Penelopism can be on wikipedia Because I am having trouble understanding And I apologize for the dar dar dar However much fun it was I shouldnt have done it whatsit,0,0
I intended this to go the page,0,0
DXRAW come out come out where ever you are How odd that DXRAW goes away and then in the follwing articles ExtraDry appears in the editing lists Aussie Aussie Aussie Oi Oi Oi Free Hugs Campaign Newington College Australian Army Cadets John Cena So you really are that cheer loving free hugging Newington teacher and cadet master who has the hots for John Cena with his shirt off Its time you came out DXRAW,0,0
This accusation is uncalled for I have only reverted one edit My second edit was to add the reference not a revert,0,0
kudos for destroying article copyright superstar you really deserve nobel prize for copyright,0,0
Welcome Hello and welcome to Wikipedia We appreciate encyclopedic contributions but some of your recent contributions seem to be advertising or for promotional purposes Wikipedia does not allow advertising For more information on this see Policy on neutral point of view Guideline on spam Guideline on external links Guideline on conflict of interest If you still have questions there is a new contributors help page or you can write helpme below this message along with a question and someone will be along to answer it shortly You may also find the following pages useful for a general introduction to Wikipedia The five pillars of Wikipedia How to edit a page Help pages Tutorial How to write a great article Manual of Style I hope you enjoy editing Wikipedia Please sign your name on talk pages using four tildes this will automatically produce your name and the date Feel free to write a note on the bottom of if you want to get in touch with me Again welcome,0,0
The spelling Tacarimba La Tumba Del Fuego Santa Maliga Sacategas Lo Onto Del Sol Y Cruz is the one stated in the lyrics in the vocal score of Side By Side By Sondheim available for rental only This version of the song however misspells Llanfair PG presumably to approximate the pronunciation and has the lyric todays the last Ill be spreading rather than spending It would seem therefore that this source cannot be considered canonical This rendering of the place name does accord with Millicent Martins recording on the Side By Side By Sondheim cast album however The published version of the song as contained in The Hansen Treasury of Stephen Sondheim Songs Charles Hansen Music Books has the lyric printed as Tacarembo la Tumbe del Fuego Santa Malipas Zacatecas la Junta del Sol y Cruz and being a printed source as opposed to handwritten as is the vocal score can presumably be considered definitive Linda Lavins pronunciation on the original cast recording of The Mad Show for which the song was written follows this spelling which would suggest that the printed version is correct As it is a fictional place name however any discussion of correct spellingpronunciation is an academic one at best,0,0
Howd Homeonttherange Your typical problem is that you are being too literal The term Personal Union is a very special and limited Constitutional term It refers to two or more States ie countries that recognise the same Monarch as there Head of State however their is no UNION OF THEIR PARLIAMENTS Some examples are i The Union of Kalmar Its members were the Kingdoms of Denmark Norway and Sweden This gave rise to the termUnited Scandinavia In I believe Sweden left the Union The resulting leftover Union of DenmarkNorway was dissolved in as being allied with Napolean tunrned out badly,0,0
I think this one should DayZ mod the other one should be DayZ video game and DayZ should be just a disambiguation page,0,0
by those pushing an antiMRM POV,0,0
Fine smarty pants But just wait until they finally announce it Then youll see I am right and that you dont know everything,0,0
AMBERTAYLOR FOREVER AMBER TAYLOR FOREVER,0,0
Kosovo template hi again Can you please take a look at this template Shouldnt Albanian language be mentioned first since of the population are Albanians I changed this but some Serb nationalist keep reverting my edit I hope I am not disturbing you but you are one of few here I consider to be quiet neutral,0,0
I think it is a little disingenuous of Zet to claim that a division which had lost most of its fighting troops was far from destroyed when its fighting capacity was close to nil,0,0
width stylebackgroundtransparent width stylebackgroundcolor stylewidth borderpx solid backgroundcolor verticalaligntop Hello Madstar and Welcome to Wikipedia Please remember to sign your name on talk pages by clicking or using four tildes this will automatically produce your username and the date Also please do your best to always fill in the edit summary field Below are some useful links to facilitate your involvement Happy editing discussion width stylebackgroundcolor stylewidth border backgroundcolor verticalaligntop Getting started Introduction The five pillars of Wikipedia How to edit a page Finding your way around Table of contents Department directory Editing articles How to develop an article Manual of Style stylewidth border backgroundcolor verticalaligntop width cellpadding styleverticalaligntop backgroundcolor Getting help stylecolor Frequently asked questions Cheatsheet Where to ask a question Help pages New contributors help page,0,0
August UTC Hey looks like your rehab program didnt take and now Socafans been communitybanned Your approach worked out REAL well didnt it Talk,0,0
PKK fighters who the past decades entering and living Syria for their fight in Turkish territories have no match in guerilla war specialized to this against the Turkish regime Rebels and the army are far behind in abilities and training to match the PKK fighters,0,0
OMD THL H Depeche Mode ABC are all not New Romantic never have been dont self identify as Romantics fans dont consider them romantics yet individual insists on keeping listing them on this page Fans of the bands will just keep removing them because it is simply wrong Stick to Visage and other blitZ bands or this article will be in perpetual edit war,0,0
Ricky Gardiner Woody my man thanks for your quick actions and additions re this article just a stub I created yonks ago to get rid of red links on BowiePop articles What is it that draws people like us to defence and rock I think Nick D is a member of the Military and Music projects as well Then again the riff for Lust for Life came from Bowies interpretation of an armed forces radio theme Cheers,0,0
Triple crown just about cleared OK got out the broom and dusted off some stuff Cheers talk contribs,0,0
If you agree with Master Bigode then what about rule for x images and what about the back side image that was erased without consensus He never discussed the back image he erased it out of the blue What if I went on your user homepage Wolftengu and I said that picture on your homepage is too big be within guidelines and I removed it placed it somewhere else and I also removed another image would agree with someone doing that to your homepage or would you be outraged However Wolftengu you seem to be playing unfair cop here by notifiying over as if a discussion wrong What is your point Do you own a DX or if not what is your involvement to disallow a X or any other x image and even any other image of a DX in a smaller form,0,0
As a rollbacker that is particularly problematic You should be aware that editors who edit war may lose the privilege regardless of the means used to edit war,0,0
What about nonamerican schools mosques synagogues etc etc Wikipedia is so Americacentric,0,0
Thanks for fixing this,0,0
No not really We may ask that the mention of fat being the fire source of the cremation of millions be reconsidered though along with a few other items The fat cremation wiki fact is citable wwwhdot Emory U no less Lipstadt but doubtful If the same science was applied to the holocaust as say the tinfoilers or flat earthers the deniers would be overjoyed Be careful as to who gets the nutty fringe tinfoil label in the end You get the permits and well bring the shovels,0,0
Celebrities Talk about your fave celebs and even your crushes,0,0
TM How astute remember civility is the key That verbal licking you gave me really failed to break the skin MAYBE JUST MAYBE WE CAN GET ALONG HOW ABOUT THAT,0,0
Sofia Added I am from Sofia Bulgaria Our city has also joined this initative so I included it,0,0
Would you mind focusing on contents rather then contributers,0,0
declineA bit too close for comfort that one Try to avoid the company name altogether We get a bit edgy about accounts that appear to represent organisations,0,0
Weatherman and better writing A lot of the changes youve made recently to the Weatherman page are notably more awkward for no apparent reason Im not particularly concerned about the changes in some adjectives surrounding how some organizations and events are characterized but at the same time you rearranged sentences to read quite poorly Plus you seem to get really carried away with wikilinking do readers really need a link to know what a bomb is,0,0
Nonlead Shouldnt the title of the page be Supporting or Minor instead of NonLead,0,0
I agree with Leontes though I began attempting compromise last night considering no one else was backing me up on this In the interest of building consensus however I will note that political descriptors in the absence of reliable third party sources are inappropriate in this article I will also note again that some commenters here appear to be confusing the electoralvote website with the electoralvote author This Wikipedia article is about the website NOT the author who has an article of his own,0,0
Dispatch review I added some comments here I think it is a wonderful dispatch very clear Weve needed something like this for a long time,0,0
I vote for Christ Pantocrator though it could be nice with a wider crop,0,0
Your assistance please The record shows you deleted FileHMCS Fennel Kjpg The entry you left in the deletion log said listed on WPPUI more than days I strongly suspect that this was a free image Crown copyrightCanada protects images for their first years WW ended years ago So if this was a crown copyright image it would be a free image Id like to request userification of the information templates and other information associated with this image to review for possible clarification of whatever problem got it listed at WPPUI in the first place Could you please userify it to,0,0
listas Manos Family,0,0
So despite your equivocation you are still wrong People do remove vile vicious hate speech whilst remaining on the right side of policy You made a very clear statement about Wikipedia policy and I proved you were wrong And you denied my unblock request as a result of your misinformation I know expecting an apology from a Wikipedia administrator is a waste of time but in future stay away from me okay I prefer to deal with admins who do know the rules,0,0
Speedy deletion of Phi Rho Eta A tag has been placed on Phi Rho Eta requesting that it be speedily deleted from Wikipedia This has been done under section G of the criteria for speedy deletion because the article appears to be a blatant copyright infringement For legal reasons we cannot accept copyrighted text or images borrowed from other web sites or printed material and as a consequence your addition will most likely be deleted You may use external websites as a source of information but not as a source of sentences This part is crucial say it in your own words If the external website belongs to you and you want to allow Wikipedia to use the text which means allowing other people to modify it then you must include on the external site the statement I name am the author of this article article name and I release its content under the terms of the GNU Free Documentation License Version and later You might want to look at Wikipedias policies and guidelines for more details or ask a question here If you think that this notice was placed here in error you may contest the deletion by adding to the top of the article just below the existing speedy deletion or db tag coupled with adding a note on the articles talk page explaining your position but be aware that once tagged for speedy deletion if the article meets the criterion it may be deleted without delay Please do not remove the speedy deletion tag yourself but dont hesitate to add information to the article that would would render it more in conformance with Wikipedias policies and guidelines,0,0
Requested move Canada national football team disambiguation Theres I recently moved the American football team which used to carry the moniker Canada national football team to Canada national American football team and I consider this move request if successful to be vindication of that move b b,0,0
I think Clockback that your suggested reference to Ainsworths involvement in the IMG is too long and that something along the lines of brief flirtation would be better I think that the IMG reference needs to be shortsomewhere in the early career sectionposted after the article has been expanded a little otherwise the article might appear weighty I think the last point is important as it seemed to be a consensus reached by a number of Wikipedia editors after much wrangling and gnashing of teeth But bedsides this brief dalliance with Marxism in an overall consideration of his political career pales into insignificance compared to his being controversially thrust as a third choice candidate into the position of Defence Secretary at a time of crisis for the British Army in terms of the number of casualties being sustained and a lack of resources This is simply not reflected at all in the Ainsworth article I tried reflecting it as follows His appointment formed part of a chaotic cabinet reshuffle by the Prime Minister who considered at least three other candidates before appointing Ainsworth but this was dismissed as speculative opinion by Offriorob above even though from my point of view it is easily the most significant event in Ainsworths biography Perhaps we can reach a consensus that if a better reference can be foundwhich I suspect should not be difficultthat it can be reincluded I want to stress that this is again not meant to be an ad hominem slight against Ainsworth but merely drawing attention to the fact that his appointment was the equivalent of throwing someone in at the deep end and indeed he has had a very difficult time of it since his appointment Actually it reflects worse on Brown and the farcical reshuffle,0,0
Greek love Im looking for a way to extricate myself honorably from this mess Im leaving a note here because you closed this AfD where I made a commitment to do as you instructed in the closing statement There are two editors who have long sought to delete or eviscerate the article one of whom has used a series of user names unacknowledged on his current user page but available so at first glance it may appear on the talk page there are more than two editors in the suppress camp I complain here about their coordination Other editors including and I simply cant do it any longer I havent changed my position on the validity of the article but Ive been accused on various talk pages and never the appropriate notice boards of edit warring ownership disruption and even pedophilia by implication all for trying to carry out what the community decided Im done I need to limit my time on Wikipedia at present and wish for that time to be spent pleasantly and productively When Ive made a commitment though it grieves me not to keep it Im not asking you to do anything Im just explaining why I cant keep my word as given at the AfD Wow that is a messCertainly no hard feelings on my end it is clear you endeavored in good faith to improve the article I have found that knowing when to walk away is an essential skill not only here but in the real world Sometimes your presence despite your best intentions is harmful rather than helpful and sometimes a dispute just isnt worth it anymore Best of luck in your future endeavors here Mailchimp Im not that bothered but I think that the Mailchimp speedy deletion was a mistake It did cite that it was one of the more important email marketing programs so it was stating the importance something that was supposed to be the original problem The criteria specifies a credible claim of significance Wordpress pages are not reliable sources However I would certainly not object to it being restored as a redirect as it was for several momnths before today Talkback talk Just a hunch Call it my intuition but Im guessing that his username is a direct challenge to patrolling admin that you guys wont block him based on the username itself but his contribution speaks volume of his nonsense louder my other hunch being hes a returning editor than his username does Just my cents Cheers There are plenty of legitimate reasons to be a returning editor the username is not a blatant violation of the policy If you have any evidence of socking file at WPSPI Recreation of article Shay Carl I would like to request that the article Shay Carl be recreated see the deleted TalkShay Carl for my reasons note TalkShay Carl was delete because of A not notibility Well there was,0,0
Wheres the defendants figure coming from Nuremberg and Vietnam An American Tragedy by Telford Taylor US Chief Counsel at Nuremberg mentions,0,0
Oh hey a response Thats cool I personally feel that having the fortitude to call out TTN on his obvious flaws should warrant a few dozen Barnstars but I see where youre coming from If you insist on keeping the block I would like to formally request the reason for this accounts blocking to be changed to reflect the real reason instead of being noted as a common vandal Maybe a reason along the lines of being a pain in the ass like that one guy on Nakons talk page stated On that subject maybe he should be blocked too after all he did use a cuss word and thats technically worse than anything Ive ever said,0,0
NO You have the right to express an opinion that you consider it to be Hasbara or crap or both You do not have the right to identify it as Hasbara crap or both,0,0
GA Review This review is transcluded from TalkBattle of Rowton HeathGA The edit link for this section can be used to add comments to the review Reviewer YES Ill take a look over the next few days and then start to make some comments YES,0,0
for evidence Please make sure you make yourself familiar with notes for the suspect before editing the evidence page,0,0
AfD Please see WikipediaArticles for deletionRevelations Guidelines for notability are outlined generally at WPN and specifically for songs at WPNSONG Thank you,0,0
Organizations class Start importance Low maindykdate needsinfobox Yes needsimage Yes attention WikiProject,0,0
Actions in lala land have real world consequences,0,0
Dean Wormer Works for the Racists in Jena LA I will continue to update the posting for Jena LA to reflect the fact that thier famous person of note was a SEGREGATIONIST DEMOCRAT which is in fact a historically accurate description,0,0
Woopsies oh thank you soooo much I didnt know I PROMISE that ill never ever do it again ok,0,0
for everyones info particularly admins i believe the latest sockpuppet for Igor is just a heads up,0,0
Why are you giving me warnings Before someone marks this as vandalism I want you to at least read this Why is this vandalism I dont understand I am new to Wikipedia and I am trying to figure it out PLEASE DO NOT MARK THIS AS VANDALISM Im am not doing anything wrong I just need answers from somebody Please help,0,0
Gift cards for downloads Re As of December it is not possible to use gift cards to purchase MPs even though the gift card FAQ claims Yes Amazoncom gift cards can be used to buy Amazon MP and Unbox downloads strictly speaking this is a false statement as were able to pay for orders with a gift card at that time One person already removed that line but it was reverted Is there a good way to go about providing verification,0,0
Im thinking about deleting War on Terror Operation Enduring Freedom Horn of Africa and Operation Enduring Freedom Phillipines because they are redundant Id like for people vote on it,0,0
No its not useful information about the topic and its a good idea Only screenshot is allowed per game at most if they really relay something,0,0
